Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,0.011125743909281116,0.013910973872819588,-0.07332571029566637,
0.00933276,-0.0025915856968549145,0.007298060104115045,-0.07398344421309488,
0.019332656,0.005588193272655251,0.005838448083292036,-0.017048846434928322,
0.029799271,6.398117821256877E-4,0.01233219645491479,-0.07876130004833293,
0.039342083,-0.007149588562580689,-0.016949371162484184,0.002113182861725349,
0.050370417,-0.021042546826627095,-0.01739021592412815,-0.040447362646165885,
0.059327813,-0.016834037461301687,-0.002420015756880556,-0.03235789011693235,
0.069343698,-0.005805791980760089,0.00955623974434916,0.03923591080684474,
0.079560885,-0.004644633584608093,0.003814272801338614,0.012235133674773024,
0.089337865,1.1501212645415038E-4,-7.79300753069867E-4,0.059587453863645834,
0.099349479,0.011584166683585195,0.010868716379966115,0.04000852510263542,
0.109329323,0.013098076182866736,-0.021950874216583705,0.035837539076249314,
0.119340885,-0.0010137198779864298,-0.006068542390845089,0.047823626231704,
0.130122552,0.006850462085892128,-0.0010241149185354903,0.011443868026379533,
0.139336406,0.005480369668713736,-0.004650010928969106,0.05895444134493211,
0.149352135,-0.0109385802415915,0.019264400589100283,0.054824991064226225,
0.159341406,-0.016412302181554483,0.01158080147713969,-0.013600792060728395,
0.169348229,-0.005468403756962337,-0.017550487144704086,0.027426556292823534,
0.179482969,-0.004374723005569847,0.0012825816282306945,-0.004873787924726258,
0.189346302,-0.0034997784044558666,-0.014296906041409763,-0.015391187322203237,
0.199354167,0.02784595307141824,-0.015268243827268435,0.0030099261187999105,
0.209344844,0.00695386263871417,0.02226197125288243,-0.03589924904636632,
0.219337812,0.009393832946969827,-0.0013441133358287338,-0.04021155621951422,
0.22952026,0.007515066357575817,-0.004906009662803745,-0.03216924497561102,
0.239341458,0.00984277208020129,0.0037367256254698944,-0.05638114793361382,
0.249345781,-0.0036179631601187534,0.0029893805003757823,-0.02595132337618722,
0.259365312,-0.018217246504657503,0.013883661382722456,-0.06672968663063727,
0.269958958,0.004579797766977145,-0.0080467612319568,-0.041891592322087945,
0.279422031,-0.003997599774699545,-0.01026812797970611,-0.02968255486353044,
0.291654167,-0.014690236802181511,-0.004383783389624307,-0.04673035785566704,
0.309363385,-2.6003245932332275E-4,0.019477382620575856,9.229036568729754E-4,
0.319345156,-2.080259674586693E-4,0.00792046810817948,0.012230479907920255,
0.329479687,0.011325760050312828,-0.008986596857450513,0.06341444984430566,
0.339337604,-0.0024315727840295565,0.008133693858033642,0.02774724591060007,
0.349374531,0.00954692259705614,-0.0011544829018543812,0.0834893006347297,
0.35945474,-0.007685361740775498,0.014399289655079084,0.03614568855465805,
0.369439114,-0.00614828939262041,-0.003803444252499233,0.025085831849587237,
0.379558385,-0.0010879125199557138,7.879635921412831E-4,0.054545136426934704,
0.389482864,-0.008531768004245821,-0.010861881476140534,0.02448251417084535,
0.399366719,0.004666742579025218,-0.012520224175053052,0.02724744932495682,
0.410110312,0.011394855893359312,-0.00618546034590195,0.014136521471684205,
0.419473125,0.005285141878688948,0.002713165078991331,-0.02699797276405924,
0.429349271,3.973945088104891E-4,0.006001251057333734,-0.006275502234684538,
0.439443229,-0.011174241375373484,-0.010521970498127198,-0.01268183977602888,
0.449629167,0.006383482876263724,0.00307467595135158,-0.02929906679152694,
0.46012151,0.0012760673068703543,-0.012863230582913054,-0.02343925343322084,
0.469498333,0.008682315675635488,-0.002629146478049238,-0.0455664357055614,
0.48067151,-0.008377047277911998,0.001727401811701279,-0.009638115605465458,
0.489487604,-0.002870918828188962,0.012874173799214628,-0.05367912041405987,
0.499366042,0.005364702925730103,0.014130058033512416,-0.05826617230781039,
0.509353073,-0.00336967564769719,-0.004018924917184252,-0.01596718589312296,
0.519508073,0.008796440306122033,0.012107831410246739,-0.05108093865590391,
0.529911823,-0.008285747573522795,0.002024827139916141,-0.025541874948160626,
0.539354844,-0.006628598058818214,-0.013703109632061228,0.025535127971158644,
0.54957625,-0.016795035429476468,-0.0033010497173677766,-0.006386930582056749,
0.560109896,0.0018868476329813033,-0.002640839773894177,0.05235124044646433,
0.569369896,-0.0023212408877555935,-0.0021126718191153415,0.03805027336303013,
0.579338958,-0.01334914969262635,-0.020843732425995354,0.045763094666988025,
0.590381458,0.008474275216602045,-0.0013521099642337386,0.036610475733590775,
0.599765416,0.006779420173281647,0.0027490310227535897,0.04461125656343512,
0.609477396,-0.009899339837937171,-0.013123651158359673,0.03185828625660747,
0.619523594,-0.007919471870349748,-0.006668201932547024,0.006333034034582852,
0.629344896,0.0051565794861420655,0.017649847786237682,0.008897146221807262,
0.639500625,2.945445947730163E-4,0.0064584402407088515,0.041594187924712145,
0.649442291,0.015558535494238801,0.02432034716327003,-0.008862558595776449,
0.659474844,-0.014368228405451267,-0.011189569589940662,-0.014751484864902409,
0.669498489,0.007659012246342134,-0.005120936677811994,0.007352407078780487,
0.679478802,0.006127209797073707,-0.007927468336390353,-0.01710238830181865,
0.689510521,-0.0027596701506222843,0.0051502776807410555,-0.032835505612158755,
0.699385416,-0.009869174108779077,0.004120222144592844,-0.0339298424780079,
0.709353073,0.026581155502100273,0.0032961777156741423,-0.038636030964827484,
0.719363125,0.0059420245832598195,-0.005024591183173666,-0.038570262760142526,
0.729349271,-0.014399975304095258,-0.0040196729465389325,-0.06533268115537894,
0.7393975,-2.782326085432052E-5,-0.010877176345512218,-0.013958954982896898,
0.749354739,0.0038084603854571797,0.0066212302675843215,-0.05330507292186404,
0.759335885,0.006877487302506369,0.02828129817891112,-0.00433686839608427,
0.771663385,0.005501989842005117,0.00730216256656635,-0.018792370693429206,
0.789463698,-0.007090565108817781,-0.009481241290741016,0.01561185539838128,
0.799552083,-0.0018417330929136333,0.0039072593172606584,0.016320203312846004,
0.809486823,0.0100187943499489,0.006956526447949196,0.036040476615120554,
0.819553541,3.53573649819916E-4,-0.002096216829921893,0.04798597626279921,
0.829515052,0.00411357791399658,0.017476621506765433,0.038388781010239015,
0.839483541,0.0032908623311972973,-0.005172297765290823,0.06135677676131657,
0.849761093,-0.008859467117464048,-0.023291528550367424,0.026101107444208793,
0.859526302,-0.022410473512391615,0.004351186491981407,0.009388728972945515,
0.869380677,-0.002605478991492882,-0.011842022150409193,0.019003140160778642,
0.8794375,0.001746335800946297,-0.017135055708608515,-0.046088991777626376,
0.889368593,-0.0024336503533836096,-0.006046606578605562,-0.029209755433820206,
0.89956276,0.005714517705574407,0.0028241527253967114,-0.00804492837049331,
0.909520104,0.012233075994598663,-0.013063553796245131,-0.025589537667098483,
0.91951651,-0.0017057200286008656,0.0010413139454257259,-0.005148754157115576,
0.929562239,0.01395832379553974,0.027648179482756552,-0.03476475527881817,
0.939575052,-0.01564839776441046,-0.020019460716773185,-0.004827490258209721,
0.950132916,-0.012518718211528335,-6.926925968560038E-4,-0.030677025165552152,
0.959468958,0.016800082231619606,0.014768817266509249,-0.05135665309142645,
0.969483437,0.02493222276771756,3.2280146335383897E-4,-0.014270289514156431,
0.979474062,0.004622902237611526,0.004089055532255248,-0.03056982658202756,
0.989539948,-0.030778196840892225,-0.019713164906471237,0.013851328675784202,
1.000312604,0.0021924993281284832,0.0225367533836609,-0.011903251024216743,
1.009477396,-0.02123033834419885,0.006537245724506757,0.0019695561630488356,
1.019374062,-0.001661370856938682,0.0013990775854646476,0.009237082918719608,
1.029546562,-0.005159815679691593,-0.006542271287341306,0.015051104323257292,
1.03960276,0.007364304438668645,-0.02055669300643559,0.03119447842930967,
1.050063906,-0.005600713431486937,0.0027082405655547426,0.040278458720010235,
1.05953901,0.018503767061512133,0.00599740681401606,0.03988420496428979,
1.069398645,-5.198861692107259E-4,0.008628644445353384,0.051060958942136025,
1.079452343,-4.1590893536858076E-4,0.0069029155562827516,0.03701804815956855,
1.089363229,0.007328710839986374,-0.013631357893108653,0.02961443852765555,
1.099361823,0.017355149496268873,-0.007074367320346386,-0.01078492012514154,
1.109351145,-0.00910021820968654,-0.005659493856277287,-0.012458655094253146,
1.119355833,-0.018772331550171106,-0.008358314079162543,-0.017628362063684122,
1.129542187,-0.0035257082577150323,0.004805505719091885,-0.017933408645088633,
1.139606302,0.004840871382109202,1.3685581132794056E-5,-0.03350032188677332,
1.15002052,-0.019111640701014287,0.011503200814759751,-0.03446169549770062,
1.159473906,0.003864306251749605,0.005371841657667131,-0.03523079438644139,
1.169567083,-0.012231430975162827,4.666589645614394E-4,-0.03967679249157463,
1.179537239,0.020860631014852637,0.0042041415332212395,-0.016418558016695783,
1.190231562,0.012857785817741496,-0.0196210961056984,-0.0016426894309340412,
1.199343333,0.006455485818194662,-3.740009079962192E-4,-0.001314151544747233,
1.209345885,0.016656569478835537,-0.019452795697100234,-0.004882040229938767,
1.219350104,-0.005828363229492595,0.022745048751157793,-0.026889946148795474,
1.229506562,-8.319715894534729E-4,-9.576513372084872E-4,-0.010019799936614504,
1.239826666,-0.023649915078264416,0.006895412285945923,-0.031000153914135353,
1.251886822,-0.0035970322441911118,-0.00597592252109691,0.021168504798378507,
1.260939427,0.004783812192928338,0.002880699971403722,0.009273365850422266,
1.269357916,0.01148851158448183,-0.001526159017017692,0.030403006645181918,
1.279356197,0.01302152826172609,-0.008882365201895226,0.024322405316144824,
1.290545468,0.010417222609380883,5.555458267649804E-4,0.03095008123533738,
1.299376927,6.723162573655794E-4,-0.0033862823327286407,0.03625222197069178,
1.30953677,-0.014785022970670025,0.004952412122098293,0.03283249657069476,
1.319364427,-3.358613941141231E-4,-0.0036995082906026155,0.026265997256555096,
1.329522187,-0.0040994081094319346,0.0047018313557991576,0.03633567378180658,
1.339845468,5.511925065950773E-4,0.011422998440352217,-0.02073080789838322,
1.350099895,-0.003389764988864563,0.0053076797581410595,-0.01658464631870693,
1.359335937,0.0011189070030489523,0.011907581794794009,-0.009436998060824209,
1.369345625,-0.018258469368263974,-0.005796905908159067,-0.011380317442799992,
1.379329895,7.161004819513095E-4,0.010685446617466843,-0.016765691942520533,
1.389369166,-0.0032578386085795885,0.008548357293973519,-0.024904710536437946,
1.399354791,0.008885886095558237,0.0068386858351787705,-0.027585206417430896,
1.409352604,-0.004383448105975296,0.001640229674002347,-0.022068165133944717,
1.42033052,-0.007337477478920884,-0.0025185352549388362,-0.009993094118874168,
1.429512239,0.0017914560051445205,0.0018158907901895116,-0.023317351271661124,
1.439379322,0.012925345628395424,0.0014527126321515205,-0.0033310050407653335,
1.449515937,0.006509533666717804,-0.0256529582206948,-0.021818399003315392,
1.459363281,0.0052076269333742875,-0.005199490599993473,-0.017454719202651958,
1.469996666,-0.01115677442986307,-0.011821030468276206,-0.006302337373840672,
1.47946552,-0.001263981555609195,0.002035332607800866,0.006450287083350048,
1.489546718,-0.004841904238627959,0.009289799441953628,0.016652386649102624,
1.499382291,-0.00770424238504297,-2.2969380214998836E-4,0.013321909319282454,
1.509534531,0.00532876307438751,-0.004014474035860749,0.045133998402691944,
1.519576979,-0.0072291465229118446,6.191397654520259E-4,0.036107198722152845,
1.529463385,0.0057088397640924216,-0.014827564164200835,0.02505503998358094,
1.539383697,-0.006925085171147927,0.011122358000914767,0.012382593998584213,
1.549548229,0.017444269669783352,-0.010255803937402774,0.00990607519886666,
1.559510416,0.0024632349115468744,0.010949047188212546,0.023247736135655117,
1.569485833,0.001970587929237544,0.004928518756429412,-5.554060621797419E-4,
1.579486093,-0.002254248650750579,0.003942815005143485,-0.008105762838024333,
1.589562864,0.0020273200735401176,0.003154252004114788,0.0011768277178632047,
1.600121718,-0.017531738911871042,-0.0013074127582803907,-0.03736572776711533,
1.609496718,0.0166203846654861,-0.02403024417146815,-0.003077549254706824,
1.619375833,0.0018041269081090494,0.007590932989241406,-0.03310779135689046,
1.62935151,-0.01387957445007526,-0.01691166294088231,-0.03414767107379291,
1.639356249,-0.014934378554200822,0.013285797973710212,-0.004333822894190931,
1.649361562,0.0033753731332018533,-8.636139708853019E-4,3.636606787882357E-4,
1.659561249,-0.0011304204875791646,-0.004521610170848955,2.9092854303058857E-4,
1.669825624,0.006757101598217963,0.01936712119559636,-0.011259414147996694,
1.679459166,0.0015749622844337674,1.7072561248299145E-4,-0.0243304072949595,
1.68937651,-0.010232187154874839,0.003967394851558614,-0.007972168853545014,
1.699725833,0.003306407258521993,0.01849679185780939,-0.010208454076977347,
1.709373801,0.002645125806817583,0.003305276503825505,0.014817550703263294,
1.71935052,-0.005545337342827195,-0.0011864977910802654,0.03100763553331376,
1.729356979,0.02237878692658052,-0.012441450582717728,0.009483232450088863,
1.739353958,0.014072310547123823,-0.006122441472033557,0.0037558669659318866,
1.749449895,-0.011726489369002613,-0.016390110160048765,0.014496850555167029,
1.759476874,0.005941684481360454,-0.01694280712217955,0.026920356420696123,
1.769596979,-0.002908090403192898,0.0017686302788189057,0.021536285136557254,
1.77950151,-0.0023264723225543404,-0.002415814771085545,0.024890466097527764,
1.789520156,-0.0018611778580434613,-0.009594089805149641,0.023743091872162836,
1.800157708,0.002341776707705856,0.0038168851383020286,0.007502316515308749,
1.809356093,0.0018734213661646404,0.01454576046049505,0.0021711342181056636,
1.819373281,-0.002331981901208924,0.003975075012683238,0.01705978335104774,
1.829458176,0.009626595303312668,0.010841593365859437,-0.005505768289864932,
1.839503906,0.0038705334066516106,0.0010117413369745698,-0.027388928596735695,
1.84948901,-7.342922688193809E-4,-0.003021325924561058,-0.02957258086567016,
1.859535208,0.007074028015083611,-0.0024170607396489796,-0.03898094066909863,
1.869393697,-0.009663677406353544,-0.01342580557414097,-0.008200438570435509,
1.879533593,0.007591957893337553,0.008413045878821857,-0.029544664821191446,
1.889577968,-0.009249333503750345,0.006730436703057396,-0.027466450851093782,
1.899506614,-0.007399466803000299,-0.0061079029874075985,0.0010111532839687243,
1.909570624,0.001741864545880989,0.021928805936489937,0.004639641621315249,
1.919784374,0.005224210630845438,-0.00544136458308353,-1.1900569708878095E-4,
1.929462135,0.004179368504676373,0.0033084416892459334,0.0075662334306105805,
1.939570885,-0.019640819161102663,0.010308191339678086,0.006052986744489175,
